tanggal_laporan,tahun,wilayah,jenis_energi,tipe_provider,status_operasional,kapasitas_terpasang_mw,produksi_energi_gwh,populasi_terlayani,biaya_operasional,emisi_karbon_terpangkas,laju_efisiensi,skor_investasi,target_tercapai
2024-02-13,2024.0,Nusa Tenggara,,Private,,612.7938404189404,2205.6460693031663,6.712060890507945,IDR 248876116,,63.93141478078822,3.883161473862648,Yes
2023-04-28,2023.0,Sulawesi,Solar,,Active,94.12789208399784,451.77869421604896,6.886224423105749,IDR 189488541,2058.3353575458787,70.62976837868936,2.5759969236447184,No
2023-07-24,2023.0,Sulawesi,Hydro Power,,Maintenance,627.1676093063664,978.0478719887049,0.5507218487120411,IDR 326266498,11888.952947357471,80.42746303014313,,No
2022-04-09,2022.0,Kalimantan,Wind,Private,Active,211.99791750292692,1644.1656328633023,9.85627987807922,IDR 474286260,,,1.8140830029131536,No
2022-06-22,2022.0,Bali,,Foreign NGO,Active,111.79901333601556,1736.8081045612682,8.839409733970237,IDR 30222176,11001.309440949124,,9.742174075774496,No
2023-01-07,2023.0,Kalimantan,,Private,Broken,951.4412603906666,1841.6912712626945,9.003509144435874,IDR 460237899,6092.051001753198,95.782424034021,6.691575379709232,No
2023-06-05,2023.0,Sumatra,Geothermal,Government,Active,967.3504314208312,582.1404580141318,6.762823101983283,IDR 308450010,1563.9866512847516,90.23313914313998,9.873059688295802,No
2023-09-30,2023.0,Nusa Tenggara,,,,817.9774807106381,1201.2384739827814,3.775475822218097,IDR 405584007,12284.585716757994,81.16891999502835,,Yes
2023-09-26,2023.0,Kalimantan,Wind,Government,Active,339.38308071470215,1889.8632586392037,8.989662166359567,IDR 198098727,8904.643268430893,68.15794228359329,9.74084645071358,No
2022-02-19,2022.0,Bali,,Private,Active,142.78850830606467,2912.474707437976,3.269410817436327,IDR 241203057,3918.5419365218095,77.13322079328512,2.310060229557612,No
2022-12-20,2022.0,Bali,,Government,Maintenance,700.021375186549,2210.1302993290974,5.845759661750927,IDR 435736868,13472.877027823684,86.34852527939015,1.366252951123256,No
2024-01-03,2024.0,JAVA,,Government,Maintenance,468.1448690526212,2775.5508955724777,,IDR 213275505,1156.2455511229962,91.84256264377125,1.296856544091423,Yes
2023-05-25,2023.0,JAVA,Geothermal,Government,Broken,165.9363231025399,2310.4149691111134,9.258578486261127,IDR 271983187,3426.384318867562,96.46997652805072,5.183833335393044,No
2022-10-13,2022.0,Java,Geothermal,Foreign NGO,Active,520.4180646057066,1815.9792097879613,1.8373193488265267,IDR 19895512,11404.680453184985,83.00720511324087,,No
2023-04-06,2023.0,Papua,,,Active,82.66909505945748,656.8677704953992,,IDR 87713022,10785.979989493391,,5.609510957508416,Yes
2023-08-21,2023.0,Kalimantan,Solar,Private,Active,913.8543819748428,2033.388390488288,5.802274502218042,IDR 324426388,4694.439559004932,60.67229307860364,3.947504531580104,No
2022-06-03,2022.0,Sulawesi,S_Energy,,Active,295.84098252001604,1907.8007412837303,7.758883502023325,IDR 361318681,1399.3606926153552,62.73976462770684,4.02066093226704,No
2023-03-19,2023.0,Java,Wind,Private,Active,679.3961701362829,1847.160594326073,6.38383740639484,IDR 295474459,12942.132047261684,65.9319899102212,6.720480968906528,No
2022-09-01,2022.0,Kalimantan,Solar,Private,Broken,346.1255222849404,1520.3790171658982,2.705272171601484,IDR 80221917,5048.615752013588,62.080877385205866,2.4678820553645817,Yes
2024-01-01,2024.0,Sumatra,Wind,Private,Broken,544.0646201189203,1633.1041515688992,,IDR 228248660,3337.8445164598456,75.23280307458721,7.89898033305758,
2023-12-04,2023.0,Nusa Tenggara,Wind,Government,Active,569.3747653761156,1069.883328642502,7.692930512920673,IDR 183996435,7982.896424234168,72.80138471527714,6.238278278007713,No
2024-01-22,2024.0,Papua,Hydro,,Broken,225.61173274925068,1606.0068086626793,9.85946959615539,IDR 252874058,13698.294389595489,84.21945799899893,9.2345016596276,Yes
2023-12-13,2023.0,Kalimantan,Solar,,Maintenance,971.1053963763306,672.912126467587,8.194174642907859,IDR 436461226,1131.4253787289426,80.3552741014693,4.283565883907711,Yes
2022-02-19,2022.0,Bali,Wind,Foreign NGO,Active,786.3761821930589,2435.005752345093,4.871962872487845,IDR 390172104,11604.159276447872,82.64688885673867,9.84443492860413,No
2023-05-19,2023.0,Nusa Tenggara,,Foreign NGO,Active,942.5239944859796,638.7531686262527,9.085788983291511,IDR 51154855,8800.861805111279,77.93513371163085,6.182448820426209,No
2022-06-22,2022.0,Nusa Tenggara,Hydro,Foreign NGO,Maintenance,900.0859829062664,346.4022406794526,4.393552894624325,IDR 446251506,6669.0121900013455,70.55401164506176,9.760617605687804,No
2022-11-16,2022.0,jawa,Hydro,Government,Active,618.0049798705309,1365.1134764357564,5.486873800312941,IDR 241165904,,,1.2435458864240378,Yes
2022-06-01,2022.0,Nusa Tenggara,Geothermal,Foreign NGO,Maintenance,925.780523271961,2009.0915745675795,,IDR 374492450,14504.45415440367,63.28354807088528,,Yes
2023-12-27,2023.0,Java,Wind,,Broken,134.06787694932353,1369.37879230727,4.752426790322487,IDR 78619223,3823.49006185902,95.67785797968168,8.349593718634626,Yes
2023-09-15,2023.0,Java,Geothermal,Private,Broken,236.18371929818795,902.5869826587948,7.864312308292105,IDR 338652567,2582.8867935457342,71.82704578085992,,No
2022-01-30,2022.0,Bali,Solar,Foreign NGO,Maintenance,92.96592446501116,1718.696433282278,5.504304619060174,IDR 125799748,,,6.210726976146211,No
2023-06-20,2023.0,Bali,Wind,Private,Broken,359.0638142251011,1106.3067726953798,3.5088126592395525,IDR 224806639,10199.819623130905,64.13600826744675,8.217480642305034,No
2022-04-20,2022.0,Sulawesi,Hydro,Foreign NGO,Active,419.2434252050079,2805.316301367236,2.952502592755544,IDR 18262806,6850.797312648507,62.69538059809835,6.049348527007655,Yes
2022-01-12,2022.0,Papua,Solar,,Active,307.7815801852011,2775.670904850359,0.8585995111906172,IDR 84289212,,76.32272705130691,1.5743223136491995,No
2022-03-09,2022.0,Papua,Hydro,Private,Maintenance,837.3006336943329,1556.878277919077,6.040354037888937,IDR 55119441,11311.401625055538,,7.2410251680848035,No
2022-09-05,2022.0,,Hydro,Private,Active,388.9156603589098,1050.8635826529498,2.684633446309825,IDR 127474644,11708.9625312329,70.23586154684486,1.5453722320597776,Yes
2022-07-18,2022.0,Kalimantan,Solar,,Broken,316.88778420301173,2237.684000474253,1.9072722591556397,IDR 59008864,,81.36921977954216,8.357220055147947,Yes
2022-11-29,2022.0,Sulawesi,Geothermal,Private,Broken,565.5612790003361,206.46753610089328,6.711384656362938,IDR 349035913,,70.5887129398671,1.3873076497602497,No
2022-08-15,2022.0,Papua,Wind,Private,Active,183.8780137260245,1476.8301175265883,6.971487949304714,IDR 24229552,4754.458195281228,74.76729631393555,2.236576429093337,Yes
2022-09-28,2022.0,Sumatra,Geothermal,,Broken,812.0871317163377,1075.337843383967,7.645471476447827,IDR 312692845,9775.131868452709,94.44496010200534,3.4759683147094167,No
2022-11-14,2022.0,JAVA,,Foreign NGO,Broken,120.82311149578229,2769.5540667974087,5.283980515216619,IDR 78946837,6528.05453955319,92.52190576880696,6.7002831303472,Yes
2024-01-02,2024.0,Java,Solar,Government,Maintenance,987.5425897704914,134.80877909077938,8.993518749436923,IDR 473129114,9121.67758226018,79.60866664986993,,Yes
2022-06-01,2022.0,Sumatra,Solar,Government,,783.6325308318245,1703.1631395832123,9.395256157283164,IDR 467216095,6589.794077611277,69.04801384393899,2.06040567357941,No
2023-10-18,2023.0,Sumatra,,Private,Active,238.7798974574638,2247.9243850932157,8.170023928028648,IDR 120496520,2718.43890683353,67.34098868385487,2.284369022925266,Yes
2022-05-16,2022.0,Sulawesi,Hydro,Private,,55.24601126742228,1506.5521638197197,6.538138079077779,IDR 311066436,7306.687899054897,96.25531941535716,4.319833570308823,No
2022-01-05,2022.0,JAVA,Hydro,Foreign NGO,Active,824.6883570320924,347.6687874718928,,IDR 23722606,10518.308418144976,67.70323066740613,8.52597223979788,No
2022-04-02,2022.0,Nusa Tenggara,Hydro,Foreign NGO,,721.5144766552363,2920.1380310809163,9.837976755392102,IDR 466576386,12089.615211180922,,5.205078574757327,Yes
2023-03-25,2023.0,Java,Wind,Foreign NGO,Broken,742.5568096389379,1602.230250990684,3.104293588323414,IDR 266263781,7653.231013549929,74.02086796235042,3.894495402302395,Yes
2023-05-13,2023.0,Nusa Tenggara,Hydro,Foreign NGO,Active,782.7068293516485,1881.140108525133,2.425240758909095,IDR 31179344,2895.9494080508134,97.45507420721306,6.050834489879751,Yes
2023-08-22,2023.0,Bali,Solar,Foreign NGO,Active,120.34241914738584,786.1683698517712,4.700464080972536,IDR 177824996,6512.971789916758,,3.3447087770117503,Yes
2023-07-11,2023.0,Java,,,Broken,390.54244211705895,1502.144446809731,1.0399854217676905,IDR 47656236,11901.261968204624,73.3576317466076,,Yes
2022-11-14,2022.0,Sulawesi,Hydro,Government,Maintenance,160.07560654887322,1344.5335266791335,9.795697414382012,IDR 202542775,,84.22361789734967,3.993446343088377,No
2023-10-30,2023.0,Kalimantan,Geothermal,,,869.9482545818139,317.19794180575286,6.090118785956036,IDR 338263907,,96.53763865181912,8.237269201731813,Yes
2022-03-26,2022.0,,Solar,,Maintenance,642.13322048618,407.8650252876549,5.791044870809665,IDR 240246054,,97.09596502026446,9.318301537942007,No
2022-02-28,2022.0,Nusa Tenggara,Solar,,,364.3531236100167,2528.670306894446,6.730064659047339,IDR 198023865,3997.735314086252,86.87383356574544,7.836149729412207,No
2023-07-24,2023.0,Kalimantan,Geothermal,,Active,110.38043277172244,795.4778613991117,5.221724653883463,IDR 68386952,,88.67504189418143,4.951752184269852,Yes
2022-03-08,2022.0,Sumatra,Hydro,Private,,345.43320562987907,665.3789873460286,0.804603412398145,IDR 130020132,,81.40928268697505,5.539014797469974,No
2022-10-27,2022.0,Java,Solar,Government,Broken,358.9241559254097,1564.243208625404,,IDR 59070210,8110.909099949684,88.71947808702862,,No
2022-06-30,2022.0,Sulawesi,,Private,Maintenance,743.1258694211608,2329.3666809512874,7.303651831086091,IDR 405674378,3528.9199965293715,,7.72178240021084,No
2022-06-09,2022.0,Bali,Geothermal,,Active,655.6795977874525,279.64490387906494,,IDR 76267515,1472.451613849947,78.47162152141088,6.368281114555397,Yes
2023-01-01,2023.0,Java,Wind,,Active,892.8521054475102,1772.742966950942,7.694307934676333,IDR 301732949,7792.542087707108,83.55476598754392,9.121959965236927,Yes
2022-12-22,2022.0,Nusa Tenggara,Hydro,,Broken,498.6041789038519,445.71028423766273,2.656512343714996,IDR 177942802,,80.41803441885581,,Yes
2022-06-09,2022.0,Papua,,Foreign NGO,Broken,163.61453364138663,205.73704739429357,2.602127615128748,IDR 120729408,10750.063074297952,81.37388331408974,7.837535097393509,No
2022-07-21,2022.0,Java,Solar,,Active,99999.0,252.95746127043043,2.033461383031953,IDR 323339535,11298.885049252622,93.82182057520976,7.162044955472707,Yes
2022-03-22,2022.0,,Wind,,Maintenance,772.7457961860525,2519.07591380448,4.033950217997038,IDR 233931131,11052.976586047003,73.51343954781167,3.392609804287769,No
2024-02-19,2024.0,Sulawesi,Hydro,,Maintenance,583.2133376910214,442.1202025213785,8.546614336196294,IDR 206071278,6438.601627292948,67.91099297282372,,Yes
2023-08-26,2023.0,Sumatra,Solar,Government,,782.418820956833,230.93895679564665,,IDR 300497482,9659.501914785156,77.3386441903979,9.319360425189846,No
2024-03-07,2024.0,Sulawesi,Solar,,Maintenance,519.1058165461711,1369.9096727144456,4.136829975653287,IDR 250721137,8865.706018337425,67.90723723828808,9.26592388900407,Yes
2023-08-18,2023.0,Java,,Private,Active,546.5961879128944,2547.581068631872,6.096627991812247,IDR 158707262,6612.645463695334,78.93921617515673,7.476639170645272,Yes
2024-01-03,2024.0,jawa,Geothermal,Foreign NGO,Active,456.1639674406222,860.9842918189756,7.347755006511698,IDR 283940031,9159.5840656969,94.33330800356822,1.432658012806541,No
2022-04-12,2022.0,Bali,Hydro,,Active,74.14817040689043,1322.9665908251577,2.7914643589662185,IDR 338054302,14235.094212240809,83.46247377833416,8.850379035881453,No
2023-02-20,2023.0,,Wind,,Broken,152.4968556436392,215.77534443487852,2.097340316000097,IDR 23079647,,92.50644842551696,6.920007463040859,Yes
2023-06-27,2023.0,Java,Solar,,Maintenance,79.85772640239753,1402.32769099114,,IDR 238277147,13633.695388890132,66.31525494538946,,Yes
2023-04-03,2023.0,Nusa Tenggara,Hydro Power,Government,Active,654.5898907005914,1775.0779338476875,6.366794475491376,IDR 38264809,1275.1049527563764,94.23319651641272,2.6852532553512938,Yes
2022-09-11,2022.0,Sumatra,Hydro,Foreign NGO,Maintenance,348.6381820225104,1755.63045588122,9.823449357419808,IDR 101338652,,82.8679122474704,2.045834766975854,Yes
2023-04-25,2023.0,Kalimantan,Hydro,,Maintenance,533.1421566064676,1064.037407305659,3.708681877756177,IDR 284649279,4678.106104867159,61.20687197213823,1.452132093319849,Yes
2023-08-21,2023.0,Bali,Solar,,Broken,912.1881502297884,1015.046223923093,7.178801149754249,IDR 434432568,9582.294064273134,84.0585203008314,7.786929231556808,No
2022-04-16,2022.0,Papua,Hydro Power,Private,Active,286.8276176914312,409.2084949161339,2.6147345471417585,IDR 442574782,2402.7618007707097,96.15308433791488,3.122586990489478,No
2022-05-27,2022.0,Papua,Wind,Private,Broken,439.8637768838482,1163.7151298741785,2.981401627102173,IDR 44272564,,63.00834601806376,1.2182764243892956,Yes
2022-03-23,2022.0,Bali,Solar,Government,,767.7735816158962,388.5345397315975,5.363070152061428,IDR 215361492,12513.9954227431,82.13333295784375,4.575435866577903,No
2023-12-30,2023.0,Sumatra,Solar,Foreign NGO,Active,267.35825721704134,2323.12823966495,3.5363721923266764,IDR 295673176,9954.954385436527,,5.34346372533105,Yes
2023-09-16,2023.0,Kalimantan,Hydro,Government,Broken,123.13091433735336,2902.195463469739,2.0924048564855524,IDR 82064253,7147.000560986868,,2.523072078101142,No
2022-11-27,2022.0,Sulawesi,Wind,,Active,325.2638802680796,2913.21592433345,2.997366668898597,IDR 385061786,14027.862611060136,83.97469120570128,1.396435025462948,No
2022-09-21,2022.0,Bali,Hydro,,Broken,203.1602228913042,2608.706188188642,0.839609747425714,IDR 374675276,12545.82504344806,78.04628708957658,,Yes
2023-05-24,2023.0,Sulawesi,Geothermal,,Maintenance,933.2127697254444,1842.2972330848957,7.192024404036123,IDR 452637096,7740.069647178051,73.18559410864721,7.1119248565291695,No
2022-04-01,2022.0,Sulawesi,Wind,Government,Broken,817.7143605861961,2132.510522007252,,IDR 14158145,10677.163639587512,83.84638661792428,1.7401930952608575,No
2022-04-23,2022.0,Nusa Tenggara,Hydro,Government,Active,651.7335686849023,927.0968277732007,1.3953091308429937,IDR 116175279,8720.484306605425,62.00267959432184,5.995333275012944,Yes
2022-03-24,2022.0,Nusa Tenggara,Wind,,Maintenance,877.8875606783319,1929.2342185006,2.1310929347206664,IDR 415321489,,88.61639575892121,,Yes
2023-07-30,2023.0,Sulawesi,S_Energy,,Broken,813.4884730541587,1421.3836933756447,1.474078112070118,IDR 338584224,,60.17022012294889,,Yes
2024-03-08,2024.0,Sulawesi,Solar,,,227.24155594173405,1497.8502853531045,6.319631678620826,IDR 448251028,,71.66355826410938,4.537700949400288,Yes
2022-10-16,2022.0,Kalimantan,Solar,,,897.9310485654789,2297.552025087958,1.394998454318691,IDR 38018030,1632.760746451291,79.15042823201779,1.9074280244835824,Yes
2023-09-03,2023.0,Sulawesi,Geothermal,Government,Maintenance,562.3751298198682,917.5632312320298,7.665682163834552,IDR 302512343,5681.556029136591,150.5,2.558831525039916,Yes
2023-01-11,2023.0,Sumatra,Wind,Private,,817.0681474058595,1022.3148739141076,0.6948537335437162,IDR 288832821,10589.513472751203,71.68408553781214,4.140571703062188,Yes
2022-03-25,2022.0,jawa,Hydro,,Maintenance,901.2867349273184,2781.461194273046,,IDR 27480464,14321.632442339702,91.57173552778764,3.967021049485302,No
2022-10-25,2022.0,Bali,,Private,Active,352.1033012232707,263.0504550678195,8.961333420973117,IDR 261625817,14464.429635063794,95.52363782233256,7.743443371081587,Yes
2022-12-11,2022.0,Nusa Tenggara,,Government,Maintenance,154.54932830129292,1508.339465398687,7.326047522161337,IDR 308664952,8557.981602310929,93.20108202642376,1.6730407461378194,Yes
2022-11-30,2022.0,Java,Solar,Private,Broken,266.5384044148446,2747.122321182799,1.1931991627940333,IDR 103733655,,79.85238989589999,8.74405662099709,
2022-07-08,2022.0,Sulawesi,,,Active,455.7523991949435,1870.0527226726556,8.300697992609209,IDR 143931495,3192.957189764029,93.59823865735235,8.346089536655093,Yes
2023-07-06,2023.0,Kalimantan,,Private,Maintenance,827.1140276263685,1684.5805152151831,5.183833654631946,IDR 323770199,10581.967567356196,94.99273947689866,7.893924757227445,Yes
2022-09-16,2022.0,jawa,Hydro,,Maintenance,867.6940540935262,824.2581197651301,8.544438758103878,IDR 239467464,1524.5524937786004,75.55105908780355,,Yes
2024-01-16,2024.0,Bali,Geothermal,,,56.604524004631166,1095.4989182869,,IDR 430426692,4627.942444091946,70.77094266120693,,Yes
2023-07-22,2023.0,Sulawesi,Geothermal,Foreign NGO,Broken,535.2099374486875,2570.940405833609,,IDR 177767065,10191.268535638912,63.73407782090617,2.645218722603527,Yes
2023-03-17,2023.0,Java,Solar,Government,Broken,446.54045299134,1721.7325821285283,9.938264823759228,IDR 140663232,4999.496907380595,78.2054929998707,2.119682852695254,Yes
2022-06-28,2022.0,Papua,Hydro,,,261.00241994719374,1592.7523618946616,-5.0,IDR 492584310,1222.7796746595875,95.95928297666076,1.4046070014053862,No
2023-09-21,2023.0,Nusa Tenggara,Solar,Private,Maintenance,163.87209896699866,388.7811692660839,6.427482960233189,IDR 456456527,12562.120935588977,81.3144860666741,9.453793267050184,Yes
2023-11-04,2023.0,Bali,,,Active,370.7344128334466,146.48165371985704,4.873053205545284,IDR 24206445,4999.785103451164,85.36735986787451,3.772098079347463,No
2022-08-28,2022.0,,Hydro,,Broken,945.7642187168932,2894.6870471924426,0.8747935527655686,IDR 387657021,1415.025760450837,64.28958510269021,9.258560921601154,No
2023-07-26,2023.0,Sulawesi,,,Active,357.04278541971746,1193.2598851318407,,IDR 64064039,1584.4283852915453,150.5,,No
2023-12-05,2023.0,Sulawesi,Solar,,Broken,542.8510906561978,1849.3178800885623,,IDR 23467745,,77.64998395446756,,No
2022-05-08,2022.0,Sulawesi,,Foreign NGO,Active,717.8680109504189,331.1737122431265,6.666371535116207,IDR 144110802,,96.14806236138158,9.135361475614795,Yes
2023-10-01,2023.0,jawa,Wind,Private,Active,395.4481222603293,2081.031428596835,5.888049335177226,IDR 141979480,11727.351707812188,73.7098163804781,9.313084405096417,No
2022-08-09,2022.0,Bali,Geothermal,Foreign NGO,Active,973.1929785849128,2804.4434552472867,5.75758083105541,IDR 411466193,5164.418676672,93.34439357006627,5.465380953557744,Yes
2023-04-13,2023.0,Sumatra,Hydro,Private,Maintenance,99999.0,1769.429233692517,0.8026392440184709,IDR 358226950,,64.57096655017703,8.793516581190028,No
2022-11-11,2022.0,Sulawesi,Hydro,Private,Broken,289.1931810340959,465.73443488869066,4.958378465420067,IDR 490988619,,83.44665386348098,9.556893065505882,No
2024-01-12,2024.0,Sumatra,Hydro,Government,Active,522.3860805977662,1786.9924296730824,9.28391676950402,IDR 358641321,7646.7481033892145,82.8232931225997,3.921552477074616,No
2023-09-06,2023.0,Papua,Hydro,,Broken,335.8343943259312,2322.406918003492,,IDR 214945221,10476.538436520368,92.6752405026702,4.769869651142995,No
2023-04-03,2023.0,Kalimantan,Wind,Government,,320.59846965859424,1278.6079560646542,6.436763462990335,IDR 352474553,9953.867381054895,60.12603476738626,7.473161686021696,No
2023-02-14,2023.0,Nusa Tenggara,,Private,,85.04259998680615,2651.5294690302567,7.908277418419864,IDR 499734942,9216.376443988896,150.5,3.703238395509708,No
2022-07-02,2022.0,Kalimantan,Geothermal,Private,Maintenance,629.086117280902,1981.180564736357,7.947290151847932,IDR 357969522,13909.913228001962,68.34812976632031,7.784283780213931,No
2022-01-18,2022.0,Sumatra,,,Active,527.5450720674185,2707.8218630386878,5.433160782755078,IDR 383223864,3813.6146417477935,96.09871134744802,1.6650293069218054,No
2022-07-23,2022.0,,,,Maintenance,98.90481368748988,1908.165402617278,8.650543481322195,IDR 469798857,7658.928464700528,,5.71148545859688,Yes
2023-10-23,2023.0,Bali,Hydro,Government,Maintenance,314.7141410247809,480.7351188139903,4.218091886955596,IDR 65689118,13317.891976049928,61.4045693083813,2.100821356753707,No
2024-02-17,2024.0,Sulawesi,Geothermal,,Active,912.852591668321,998.1059622050484,8.942585540455584,IDR 355344303,1629.459601129777,80.30953680018871,3.639911287930088,Yes
2023-01-15,2023.0,Bali,Wind,Government,Maintenance,277.58379613362376,685.205349932125,2.7821580807576805,IDR 426894919,1310.3798896695912,80.0852215724799,3.327628532378248,Yes
2024-01-30,2024.0,Bali,Hydro,Private,Broken,187.65012848666197,2735.5968433789008,,IDR 477645514,,92.07378468397884,8.550388662063995,No
2022-12-07,2022.0,Papua,Hydro,Foreign NGO,Maintenance,514.9801222636848,2305.1601951337,1.0046459298905104,IDR 113374951,9678.807683301267,,2.741655298655777,Yes
2023-05-09,2023.0,JAVA,Wind,Foreign NGO,Maintenance,986.3679314050706,2061.555269839017,,IDR 256925213,4268.2545835222,80.46472680132499,8.27603128143207,No
2023-04-18,2023.0,Java,Solar,Government,Active,279.9525079359254,972.8023269317029,,IDR 343471875,3258.478315227585,95.33977893194692,8.145643113171298,Yes
2022-07-19,2022.0,jawa,Hydro,Private,Maintenance,688.5287700355847,633.7298389456192,2.676607832158291,IDR 131259187,7152.633572695235,87.55604774939353,5.489947500015069,Yes
2023-04-17,2023.0,Java,Geothermal,Government,Broken,773.5386345622817,2293.7081551678443,,IDR 304231702,9397.171997156467,70.05324686383223,3.1045893003651663,No
2022-01-18,2022.0,,Solar,,Active,275.7556667927797,1475.058043049331,9.063299441677716,IDR 136213603,4104.086751742736,95.2799870158692,3.0420670596060044,Yes
2022-03-20,2022.0,JAVA,Hydro,Private,Maintenance,741.8055311812666,754.7897012368245,8.42220770437985,IDR 173393940,4860.02220749426,85.36284069491124,5.18432182404263,No
2022-06-18,2022.0,Nusa Tenggara,,Government,,399.39397608329057,1888.2037366792977,5.758543410893242,IDR 226344161,9396.609919766952,75.73564544422008,1.0792810665416468,No
2022-01-09,2022.0,Nusa Tenggara,,Private,Broken,650.6905390639005,216.96817120151076,6.35305260394935,IDR 269303148,14213.207118847064,85.84919921164337,5.782156791502295,No
2022-05-14,2022.0,Kalimantan,Geothermal,Government,,651.8532252228499,1045.8937369719351,5.006092920227765,IDR 230189277,10283.75504785228,75.24988745426253,9.575015731903498,Yes
